article,timestamp,desktop,month,mobile-app,mobile-web
Kobe_Bryant,2020012700,118868,1,6428,811123
Kobe_Bryant,2020012800,38735,1,2323,225580
Kobe_Bryant,2020012900,21620,1,1301,109989
Kobe_Bryant,2020013000,14256,1,881,66446
Kobe_Bryant,2020013100,8703,1,600,42273
Isabel_II_del_Reino_Unido,2020010100,874,1,201,11742
Isabel_II_del_Reino_Unido,2020010200,1836,1,182,13879
Isabel_II_del_Reino_Unido,2020010300,2309,1,223,17833
Isabel_II_del_Reino_Unido,2020010400,2361,1,301,27675
Isabel_II_del_Reino_Unido,2020010500,2060,1,293,25938
Isabel_II_del_Reino_Unido,2020010600,2298,1,286,19780
Isabel_II_del_Reino_Unido,2020010700,2373,1,153,15922
Isabel_II_del_Reino_Unido,2020010800,3771,1,215,19210
Isabel_II_del_Reino_Unido,2020010900,6185,1,360,32252
Isabel_II_del_Reino_Unido,2020011000,5132,1,598,30199
Isabel_II_del_Reino_Unido,2020011100,2779,1,698,26324
Isabel_II_del_Reino_Unido,2020011200,2689,1,463,31543
Isabel_II_del_Reino_Unido,2020011300,5669,1,407,30804
Isabel_II_del_Reino_Unido,2020011400,4592,1,652,24808
Isabel_II_del_Reino_Unido,2020011500,3423,1,573,20133
Isabel_II_del_Reino_Unido,2020011600,3314,1,583,18067
Isabel_II_del_Reino_Unido,2020011700,2702,1,552,15191
Isabel_II_del_Reino_Unido,2020011800,2105,1,355,19567
Isabel_II_del_Reino_Unido,2020011900,2803,1,454,34967
Isabel_II_del_Reino_Unido,2020012000,3838,1,279,22629
Isabel_II_del_Reino_Unido,2020012100,3303,1,253,18707
Isabel_II_del_Reino_Unido,2020012200,3293,1,232,16718
Isabel_II_del_Reino_Unido,2020012300,2950,1,183,14823
Isabel_II_del_Reino_Unido,2020012400,2484,1,152,14253
Isabel_II_del_Reino_Unido,2020012500,2408,1,377,29369
Isabel_II_del_Reino_Unido,2020012600,1928,1,256,23229
Isabel_II_del_Reino_Unido,2020012700,2587,1,162,15695
Isabel_II_del_Reino_Unido,2020012800,2368,1,168,13159
Isabel_II_del_Reino_Unido,2020012900,2287,1,150,12568
Isabel_II_del_Reino_Unido,2020013000,2043,1,135,11721
Isabel_II_del_Reino_Unido,2020013100,1862,1,106,12059
Primera_Guerra_Mundial,2020010100,636,1,76,4374
Primera_Guerra_Mundial,2020010200,1387,1,76,5027
Primera_Guerra_Mundial,2020010300,3318,1,128,15572
Primera_Guerra_Mundial,2020010400,3388,1,247,29089
Primera_Guerra_Mundial,2020010500,2394,1,403,23136
Primera_Guerra_Mundial,2020010600,3354,1,196,18674
Primera_Guerra_Mundial,2020010700,3901,1,153,15616
Primera_Guerra_Mundial,2020010800,6180,1,204,26239
Primera_Guerra_Mundial,2020010900,5466,1,156,15831
Primera_Guerra_Mundial,2020011000,4508,1,165,14539
Primera_Guerra_Mundial,2020011100,2529,1,177,13090
Primera_Guerra_Mundial,2020011200,3192,1,181,14181
Primera_Guerra_Mundial,2020011300,4921,1,364,14068
Primera_Guerra_Mundial,2020011400,5404,1,200,12271
Primera_Guerra_Mundial,2020011500,5561,1,140,13025
Primera_Guerra_Mundial,2020011600,5348,1,145,12079
Primera_Guerra_Mundial,2020011700,4075,1,163,10962
Primera_Guerra_Mundial,2020011800,2785,1,210,13636
Primera_Guerra_Mundial,2020011900,3559,1,466,16491
Primera_Guerra_Mundial,2020012000,5127,1,264,14251
Primera_Guerra_Mundial,2020012100,5319,1,141,12512
Primera_Guerra_Mundial,2020012200,4979,1,127,13126
Primera_Guerra_Mundial,2020012300,5054,1,151,12343
Primera_Guerra_Mundial,2020012400,3995,1,135,10977
Primera_Guerra_Mundial,2020012500,2720,1,143,12776
Primera_Guerra_Mundial,2020012600,3405,1,427,15662
Primera_Guerra_Mundial,2020012700,4925,1,192,13710
Primera_Guerra_Mundial,2020012800,5565,1,216,12717
Primera_Guerra_Mundial,2020012900,5188,1,177,12645
Primera_Guerra_Mundial,2020013000,4791,1,179,11908
Primera_Guerra_Mundial,2020013100,3355,1,114,9858
Segunda_Guerra_Mundial,2020010100,675,1,75,3995
Segunda_Guerra_Mundial,2020010200,1478,1,77,5093
Segunda_Guerra_Mundial,2020010300,3291,1,102,15049
Segunda_Guerra_Mundial,2020010400,2918,1,153,26910
Segunda_Guerra_Mundial,2020010500,2408,1,175,24348
Segunda_Guerra_Mundial,2020010600,3354,1,119,19994
Segunda_Guerra_Mundial,2020010700,3903,1,141,17510
Segunda_Guerra_Mundial,2020010800,6962,1,171,31978
Segunda_Guerra_Mundial,2020010900,6602,1,138,19103
Segunda_Guerra_Mundial,2020011000,5262,1,98,17547
Segunda_Guerra_Mundial,2020011100,2735,1,101,11500
Segunda_Guerra_Mundial,2020011200,3548,1,149,13089
Segunda_Guerra_Mundial,2020011300,5753,1,119,13897
Segunda_Guerra_Mundial,2020011400,6851,1,127,13138
Segunda_Guerra_Mundial,2020011500,6284,1,81,12096
Segunda_Guerra_Mundial,2020011600,5982,1,94,10643
Segunda_Guerra_Mundial,2020011700,4393,1,110,9628
Segunda_Guerra_Mundial,2020011800,2522,1,89,8822
Segunda_Guerra_Mundial,2020011900,3174,1,125,10349
Segunda_Guerra_Mundial,2020012000,6592,1,169,13523
Segunda_Guerra_Mundial,2020012100,5744,1,100,10695
Segunda_Guerra_Mundial,2020012200,5692,1,159,10378
Segunda_Guerra_Mundial,2020012300,5353,1,77,9928
Segunda_Guerra_Mundial,2020012400,3928,1,102,8429
Segunda_Guerra_Mundial,2020012500,2351,1,84,8090
Segunda_Guerra_Mundial,2020012600,2875,1,120,10590
Segunda_Guerra_Mundial,2020012700,4801,1,120,11454
Segunda_Guerra_Mundial,2020012800,5348,1,87,10750
Segunda_Guerra_Mundial,2020012900,5223,1,72,9817
Segunda_Guerra_Mundial,2020013000,4310,1,89,8846
Segunda_Guerra_Mundial,2020013100,2894,1,88,6613
Quique_Setién,2020010100,13,1,0,45
Quique_Setién,2020010200,11,1,2,63
Quique_Setién,2020010300,12,1,0,58
Quique_Setién,2020010400,20,1,0,110
Quique_Setién,2020010500,13,1,2,88
Quique_Setién,2020010600,10,1,1,46
Quique_Setién,2020010700,12,1,1,35
Quique_Setién,2020010800,11,1,0,46
Quique_Setién,2020010900,21,1,0,71
Quique_Setién,2020011000,26,1,0,68
Quique_Setién,2020011100,26,1,3,127
Quique_Setién,2020011200,246,1,12,990
Quique_Setién,2020011300,31950,1,1320,118519
Quique_Setién,2020011400,36192,1,1990,163521
Quique_Setién,2020011500,8814,1,765,41830
Quique_Setién,2020011600,3647,1,477,16331
Quique_Setién,2020011700,3948,1,283,12944
Quique_Setién,2020011800,2208,1,243,16517
Quique_Setién,2020011900,2175,1,414,21993
Quique_Setién,2020012000,1665,1,114,7012
Quique_Setién,2020012100,775,1,49,3317
Quique_Setién,2020012200,757,1,51,3468
Quique_Setién,2020012300,351,1,16,1657
Quique_Setién,2020012400,307,1,23,1486
Quique_Setién,2020012500,957,1,86,7011
Quique_Setién,2020012600,407,1,48,3142
Quique_Setién,2020012700,319,1,15,1255
Quique_Setién,2020012800,185,1,17,865
Quique_Setién,2020012900,219,1,11,830
Quique_Setién,2020013000,324,1,21,1514
Quique_Setién,2020013100,183,1,14,982
Aaron_Hernandez,2020010100,25,1,1,133
Aaron_Hernandez,2020010200,47,1,1,111
Aaron_Hernandez,2020010300,44,1,1,139
Aaron_Hernandez,2020010400,34,1,0,124
Aaron_Hernandez,2020010500,34,1,3,244
Aaron_Hernandez,2020010600,36,1,2,132
Aaron_Hernandez,2020010700,469,1,8,1517
Aaron_Hernandez,2020010800,743,1,32,3576
Aaron_Hernandez,2020010900,694,1,32,2200
Aaron_Hernandez,2020011000,220,1,23,1615
Aaron_Hernandez,2020011100,119,1,12,1566
Aaron_Hernandez,2020011200,100,1,9,1590
Aaron_Hernandez,2020011300,220,1,15,1397
Aaron_Hernandez,2020011400,181,1,12,1153
Aaron_Hernandez,2020011500,4104,1,150,19609
Aaron_Hernandez,2020011600,8850,1,670,55525
Aaron_Hernandez,2020011700,6024,1,771,44148
Aaron_Hernandez,2020011800,3302,1,629,37498
Aaron_Hernandez,2020011900,2819,1,335,43650
Aaron_Hernandez,2020012000,5080,1,222,36879
Aaron_Hernandez,2020012100,4167,1,359,26273
Aaron_Hernandez,2020012200,3149,1,251,21578
Aaron_Hernandez,2020012300,2469,1,167,18190
Aaron_Hernandez,2020012400,1992,1,126,15881
Aaron_Hernandez,2020012500,1197,1,103,17492
Aaron_Hernandez,2020012600,1208,1,131,19775
Aaron_Hernandez,2020012700,1795,1,88,13784
Aaron_Hernandez,2020012800,1433,1,50,10567
Aaron_Hernandez,2020012900,1880,1,45,10559
Aaron_Hernandez,2020013000,1812,1,44,10921
Aaron_Hernandez,2020013100,1543,1,52,9791
Qasem_Soleimani,2020010100,11,1,0,26
Qasem_Soleimani,2020010200,8,1,1,18
Qasem_Soleimani,2020010300,30912,1,1470,76543
Qasem_Soleimani,2020010400,15172,1,1796,66240
Qasem_Soleimani,2020010500,7796,1,1638,45733
Qasem_Soleimani,2020010600,11826,1,1171,39165
Qasem_Soleimani,2020010700,9502,1,977,28597
Qasem_Soleimani,2020010800,13749,1,1180,43994
Qasem_Soleimani,2020010900,4708,1,740,14055
Qasem_Soleimani,2020011000,2257,1,262,6315
Qasem_Soleimani,2020011100,1118,1,127,4129
Qasem_Soleimani,2020011200,785,1,88,3093
Qasem_Soleimani,2020011300,1092,1,60,2096
Qasem_Soleimani,2020011400,935,1,47,1781
Qasem_Soleimani,2020011500,745,1,28,1319
Qasem_Soleimani,2020011600,641,1,17,1080
Qasem_Soleimani,2020011700,441,1,8,814
Qasem_Soleimani,2020011800,259,1,16,713
Qasem_Soleimani,2020011900,275,1,23,686
Qasem_Soleimani,2020012000,374,1,7,598
Qasem_Soleimani,2020012100,388,1,15,576
Qasem_Soleimani,2020012200,300,1,7,503
Qasem_Soleimani,2020012300,263,1,8,435
Qasem_Soleimani,2020012400,194,1,1,368
Qasem_Soleimani,2020012500,138,1,5,305
Qasem_Soleimani,2020012600,142,1,10,364
Qasem_Soleimani,2020012700,185,1,11,378
Qasem_Soleimani,2020012800,206,1,8,356
Qasem_Soleimani,2020012900,183,1,5,296
Qasem_Soleimani,2020013000,163,1,7,242
Qasem_Soleimani,2020013100,118,1,1,188
Tercera_Guerra_Mundial,2020010100,56,1,8,242
Tercera_Guerra_Mundial,2020010200,85,1,1,299
Tercera_Guerra_Mundial,2020010300,10750,1,392,93157
Tercera_Guerra_Mundial,2020010400,6624,1,1458,83142
Tercera_Guerra_Mundial,2020010500,4029,1,536,48573
Tercera_Guerra_Mundial,2020010600,4475,1,257,32351
Tercera_Guerra_Mundial,2020010700,3551,1,615,19462
Tercera_Guerra_Mundial,2020010800,7485,1,408,35521
Tercera_Guerra_Mundial,2020010900,5329,1,685,16654
Tercera_Guerra_Mundial,2020011000,3207,1,239,10005
Tercera_Guerra_Mundial,2020011100,1200,1,90,5279
Tercera_Guerra_Mundial,2020011200,1354,1,68,4349
Tercera_Guerra_Mundial,2020011300,1926,1,47,4338
Tercera_Guerra_Mundial,2020011400,1860,1,36,3826
Tercera_Guerra_Mundial,2020011500,1588,1,25,3266
Tercera_Guerra_Mundial,2020011600,1343,1,20,2573
Tercera_Guerra_Mundial,2020011700,790,1,26,1808
Tercera_Guerra_Mundial,2020011800,357,1,7,1341
Tercera_Guerra_Mundial,2020011900,427,1,17,1379
Tercera_Guerra_Mundial,2020012000,668,1,12,1680
Tercera_Guerra_Mundial,2020012100,691,1,8,1595
Tercera_Guerra_Mundial,2020012200,634,1,10,1347
Tercera_Guerra_Mundial,2020012300,508,1,7,1149
Tercera_Guerra_Mundial,2020012400,337,1,5,921
Tercera_Guerra_Mundial,2020012500,179,1,11,584
Tercera_Guerra_Mundial,2020012600,252,1,13,781
Tercera_Guerra_Mundial,2020012700,472,1,6,915
Tercera_Guerra_Mundial,2020012800,432,1,4,978
Tercera_Guerra_Mundial,2020012900,413,1,8,892
Tercera_Guerra_Mundial,2020013000,327,1,3,801
Tercera_Guerra_Mundial,2020013100,237,1,7,573
Tabla_periódica_de_los_elementos,2020010100,936,1,17,1972
Tabla_periódica_de_los_elementos,2020010200,2655,1,17,2961
Tabla_periódica_de_los_elementos,2020010300,2672,1,19,3185
Tabla_periódica_de_los_elementos,2020010400,2334,1,25,3246
Tabla_periódica_de_los_elementos,2020010500,2190,1,25,3278
Tabla_periódica_de_los_elementos,2020010600,3101,1,58,4288
Tabla_periódica_de_los_elementos,2020010700,6115,1,79,6491
Tabla_periódica_de_los_elementos,2020010800,7098,1,55,7704
Tabla_periódica_de_los_elementos,2020010900,7701,1,39,8560
Tabla_periódica_de_los_elementos,2020011000,6067,1,41,7835
Tabla_periódica_de_los_elementos,2020011100,3653,1,33,5126
Tabla_periódica_de_los_elementos,2020011200,4738,1,45,6191
Tabla_periódica_de_los_elementos,2020011300,8012,1,49,9447
Tabla_periódica_de_los_elementos,2020011400,8713,1,36,10910
Tabla_periódica_de_los_elementos,2020011500,11824,1,63,11237
Tabla_periódica_de_los_elementos,2020011600,8409,1,43,10242
Tabla_periódica_de_los_elementos,2020011700,6577,1,257,8644
Tabla_periódica_de_los_elementos,2020011800,4199,1,83,5514
Tabla_periódica_de_los_elementos,2020011900,5016,1,57,6213
Tabla_periódica_de_los_elementos,2020012000,8125,1,82,9265
Tabla_periódica_de_los_elementos,2020012100,9126,1,62,10976
Tabla_periódica_de_los_elementos,2020012200,9293,1,62,10722
Tabla_periódica_de_los_elementos,2020012300,8969,1,49,10491
Tabla_periódica_de_los_elementos,2020012400,6626,1,129,8239
Tabla_periódica_de_los_elementos,2020012500,4266,1,70,5615
Tabla_periódica_de_los_elementos,2020012600,5207,1,43,6706
Tabla_periódica_de_los_elementos,2020012700,8473,1,44,9528
Tabla_periódica_de_los_elementos,2020012800,9285,1,55,10792
Tabla_periódica_de_los_elementos,2020012900,9241,1,49,10801
Tabla_periódica_de_los_elementos,2020013000,8451,1,44,10500
Tabla_periódica_de_los_elementos,2020013100,5862,1,81,7847
Parásitos_(película),2020020900,3892,2,153,14306
Parásitos_(película),2020021000,81774,2,3103,266792
Parásitos_(película),2020021100,21555,2,1167,62079
Parásitos_(película),2020021200,12294,2,730,31485
Parásitos_(película),2020021300,9203,2,653,23391
Parásitos_(película),2020021400,7182,2,549,20590
Parásitos_(película),2020021500,5587,2,507,26635
Parásitos_(película),2020021600,6498,2,709,33801
Parásitos_(película),2020021700,7891,2,605,22222
Parásitos_(película),2020021800,5344,2,453,14000
Parásitos_(película),2020021900,4552,2,345,12736
Parásitos_(película),2020022000,4163,2,215,10697
Parásitos_(película),2020022100,4892,2,142,12091
Parásitos_(película),2020022200,4136,2,203,15533
Parásitos_(película),2020022300,4307,2,391,17794
Parásitos_(película),2020022400,4615,2,377,12295
Parásitos_(película),2020022500,3404,2,177,9153
Parásitos_(película),2020022600,3184,2,83,7588
Parásitos_(película),2020022700,2834,2,70,6587
Parásitos_(película),2020022800,2722,2,79,6495
Parásitos_(película),2020022900,2227,2,92,9091
Coronavirus,2020020100,12320,2,1490,156725
Coronavirus,2020020200,9283,2,957,114108
Coronavirus,2020020300,13529,2,550,80812
Coronavirus,2020020400,12087,2,783,55696
Coronavirus,2020020500,9761,2,688,27214
Coronavirus,2020020600,9282,2,565,23977
Coronavirus,2020020700,7938,2,576,24981
Coronavirus,2020020800,4325,2,733,20982
Coronavirus,2020020900,4543,2,813,18451
Coronavirus,2020021000,7189,2,830,16890
Coronavirus,2020021100,7748,2,246,19928
Coronavirus,2020021200,8726,2,35,18896
Coronavirus,2020021300,6613,2,30,13798
Coronavirus,2020021400,4152,2,19,8908
Coronavirus,2020021500,2410,2,22,8051
Coronavirus,2020021600,885,2,20,2791
Coronavirus,2020021700,812,2,6,819
Coronavirus,2020021800,819,2,6,805
Coronavirus,2020021900,779,2,7,762
Coronavirus,2020022000,659,2,1,645
Coronavirus,2020022100,520,2,11,614
Coronavirus,2020022200,522,2,11,816
Coronavirus,2020022300,657,2,13,1344
Coronavirus,2020022400,1630,2,18,1966
Coronavirus,2020022500,2396,2,23,3062
Coronavirus,2020022600,2878,2,21,3415
Coronavirus,2020022700,2362,2,17,2533
Coronavirus,2020022800,2664,2,18,3290
Coronavirus,2020022900,1596,2,22,2634
Miguel_Ángel_Félix_Gallardo,2020020100,832,2,40,8482
Miguel_Ángel_Félix_Gallardo,2020020200,350,2,23,3315
Miguel_Ángel_Félix_Gallardo,2020020300,423,2,29,2910
Miguel_Ángel_Félix_Gallardo,2020020400,505,2,34,3393
Miguel_Ángel_Félix_Gallardo,2020020500,582,2,30,3451
Miguel_Ángel_Félix_Gallardo,2020020600,577,2,38,3211
Miguel_Ángel_Félix_Gallardo,2020020700,493,2,22,2681
Miguel_Ángel_Félix_Gallardo,2020020800,338,2,29,2974
Miguel_Ángel_Félix_Gallardo,2020020900,422,2,54,5156
Miguel_Ángel_Félix_Gallardo,2020021000,540,2,25,3108
Miguel_Ángel_Félix_Gallardo,2020021100,586,2,20,3035
Miguel_Ángel_Félix_Gallardo,2020021200,538,2,19,3192
Miguel_Ángel_Félix_Gallardo,2020021300,1565,2,130,9413
Miguel_Ángel_Félix_Gallardo,2020021400,3680,2,337,27386
Miguel_Ángel_Félix_Gallardo,2020021500,3838,2,647,45054
Miguel_Ángel_Félix_Gallardo,2020021600,4997,2,865,67390
Miguel_Ángel_Félix_Gallardo,2020021700,7843,2,636,62759
Miguel_Ángel_Félix_Gallardo,2020021800,6728,2,916,48839
Miguel_Ángel_Félix_Gallardo,2020021900,6007,2,829,44876
Miguel_Ángel_Félix_Gallardo,2020022000,5278,2,749,40063
Miguel_Ángel_Félix_Gallardo,2020022100,4720,2,651,36677
Miguel_Ángel_Félix_Gallardo,2020022200,3171,2,625,39249
Miguel_Ángel_Félix_Gallardo,2020022300,3240,2,585,45562
Miguel_Ángel_Félix_Gallardo,2020022400,4590,2,415,39621
Miguel_Ángel_Félix_Gallardo,2020022500,3771,2,515,29132
Miguel_Ángel_Félix_Gallardo,2020022600,3344,2,348,25045
Miguel_Ángel_Félix_Gallardo,2020022700,2884,2,356,21873
Miguel_Ángel_Félix_Gallardo,2020022800,2644,2,310,18971
Miguel_Ángel_Félix_Gallardo,2020022900,1672,2,262,20333
Día_de_San_Valentín,2020020100,1193,2,20,2789
Día_de_San_Valentín,2020020200,1229,2,8,3220
Día_de_San_Valentín,2020020300,2787,2,18,4639
Día_de_San_Valentín,2020020400,4710,2,21,6507
Día_de_San_Valentín,2020020500,5722,2,30,7680
Día_de_San_Valentín,2020020600,5113,2,27,7975
Día_de_San_Valentín,2020020700,4633,2,33,7654
Día_de_San_Valentín,2020020800,2761,2,35,6872
Día_de_San_Valentín,2020020900,3283,2,42,8796
Día_de_San_Valentín,2020021000,8631,2,62,13808
Día_de_San_Valentín,2020021100,10049,2,85,18045
Día_de_San_Valentín,2020021200,12462,2,97,23201
Día_de_San_Valentín,2020021300,18945,2,472,43434
Día_de_San_Valentín,2020021400,67265,2,1693,187946
Día_de_San_Valentín,2020021500,6823,2,788,46799
Día_de_San_Valentín,2020021600,3092,2,446,14897
Día_de_San_Valentín,2020021700,4058,2,267,10835
Día_de_San_Valentín,2020021800,2943,2,96,6660
Día_de_San_Valentín,2020021900,1857,2,59,4352
Día_de_San_Valentín,2020022000,1497,2,33,3174
Día_de_San_Valentín,2020022100,1029,2,24,2183
Día_de_San_Valentín,2020022200,441,2,7,1496
Día_de_San_Valentín,2020022300,461,2,6,1347
Día_de_San_Valentín,2020022400,613,2,15,1572
Día_de_San_Valentín,2020022500,724,2,19,1502
Día_de_San_Valentín,2020022600,778,2,10,1413
Día_de_San_Valentín,2020022700,681,2,11,1457
Día_de_San_Valentín,2020022800,594,2,10,1211
Día_de_San_Valentín,2020022900,291,2,10,821
Joaquin_Phoenix,2020020100,645,2,42,3990
Joaquin_Phoenix,2020020200,953,2,67,6338
Joaquin_Phoenix,2020020300,1502,2,100,7058
Joaquin_Phoenix,2020020400,1327,2,48,4914
Joaquin_Phoenix,2020020500,1207,2,34,3801
Joaquin_Phoenix,2020020600,1082,2,35,3798
Joaquin_Phoenix,2020020700,1242,2,38,5798
Joaquin_Phoenix,2020020800,1148,2,105,8191
Joaquin_Phoenix,2020020900,2085,2,151,15323
Joaquin_Phoenix,2020021000,32626,2,1762,194475
Joaquin_Phoenix,2020021100,15849,2,1056,92663
Joaquin_Phoenix,2020021200,8213,2,731,42280
Joaquin_Phoenix,2020021300,4719,2,629,23231
Joaquin_Phoenix,2020021400,3051,2,362,14662
Joaquin_Phoenix,2020021500,1909,2,201,15485
Joaquin_Phoenix,2020021600,1875,2,367,15089
Joaquin_Phoenix,2020021700,1906,2,296,8861
Joaquin_Phoenix,2020021800,1512,2,136,6320
Joaquin_Phoenix,2020021900,1478,2,71,4680
Joaquin_Phoenix,2020022000,1449,2,47,4284
Joaquin_Phoenix,2020022100,1104,2,64,4506
Joaquin_Phoenix,2020022200,894,2,60,6182
Joaquin_Phoenix,2020022300,924,2,71,7019
Joaquin_Phoenix,2020022400,1010,2,52,4726
Joaquin_Phoenix,2020022500,862,2,26,4032
Joaquin_Phoenix,2020022600,954,2,33,3237
Joaquin_Phoenix,2020022700,932,2,33,2894
Joaquin_Phoenix,2020022800,724,2,37,3020
Joaquin_Phoenix,2020022900,561,2,50,3777
Jennifer_Lopez,2020020100,726,2,55,7625
Jennifer_Lopez,2020020200,969,2,115,12423
Jennifer_Lopez,2020020300,17917,2,1561,213983
Jennifer_Lopez,2020020400,10539,2,445,67710
Jennifer_Lopez,2020020500,5425,2,596,31406
Jennifer_Lopez,2020020600,3733,2,485,22160
Jennifer_Lopez,2020020700,2812,2,188,17447
Jennifer_Lopez,2020020800,2324,2,184,20306
Jennifer_Lopez,2020020900,1825,2,461,18013
Jennifer_Lopez,2020021000,1498,2,179,9030
Jennifer_Lopez,2020021100,1340,2,84,6432
Jennifer_Lopez,2020021200,1201,2,58,5976
Jennifer_Lopez,2020021300,1065,2,51,5112
Jennifer_Lopez,2020021400,896,2,33,4901
Jennifer_Lopez,2020021500,667,2,54,5311
Jennifer_Lopez,2020021600,761,2,98,7433
Jennifer_Lopez,2020021700,1286,2,49,5702
Jennifer_Lopez,2020021800,866,2,60,4128
Jennifer_Lopez,2020021900,820,2,41,3974
Jennifer_Lopez,2020022000,749,2,35,3191
Jennifer_Lopez,2020022100,721,2,38,3468
Jennifer_Lopez,2020022200,582,2,35,4268
Jennifer_Lopez,2020022300,605,2,34,6189
Jennifer_Lopez,2020022400,756,2,29,4707
Jennifer_Lopez,2020022500,715,2,34,3769
Jennifer_Lopez,2020022600,658,2,29,3038
Jennifer_Lopez,2020022700,607,2,25,2938
Jennifer_Lopez,2020022800,582,2,15,2785
Jennifer_Lopez,2020022900,481,2,24,3318
Tabla_periódica_de_los_elementos,2020020100,3995,2,40,6372
Tabla_periódica_de_los_elementos,2020020200,4939,2,38,7110
Tabla_periódica_de_los_elementos,2020020300,7900,2,52,9559
Tabla_periódica_de_los_elementos,2020020400,9261,2,63,14010
Tabla_periódica_de_los_elementos,2020020500,9586,2,56,14396
Tabla_periódica_de_los_elementos,2020020600,9452,2,74,14449
Tabla_periódica_de_los_elementos,2020020700,7740,2,57,11875
Tabla_periódica_de_los_elementos,2020020800,5067,2,63,8095
Tabla_periódica_de_los_elementos,2020020900,6247,2,82,9718
Tabla_periódica_de_los_elementos,2020021000,9294,2,47,13534
Tabla_periódica_de_los_elementos,2020021100,10337,2,42,14635
Tabla_periódica_de_los_elementos,2020021200,9855,2,51,14526
Tabla_periódica_de_los_elementos,2020021300,9119,2,54,13598
Tabla_periódica_de_los_elementos,2020021400,6245,2,33,9198
Tabla_periódica_de_los_elementos,2020021500,4169,2,36,6713
Tabla_periódica_de_los_elementos,2020021600,5827,2,59,8247
Tabla_periódica_de_los_elementos,2020021700,8781,2,67,12997
Tabla_periódica_de_los_elementos,2020021800,9638,2,236,14034
Tabla_periódica_de_los_elementos,2020021900,9243,2,332,14872
Tabla_periódica_de_los_elementos,2020022000,8816,2,261,12650
Tabla_periódica_de_los_elementos,2020022100,6225,2,261,10373
Tabla_periódica_de_los_elementos,2020022200,4001,2,132,6953
Tabla_periódica_de_los_elementos,2020022300,5059,2,68,7196
Tabla_periódica_de_los_elementos,2020022400,6787,2,86,10798
Tabla_periódica_de_los_elementos,2020022500,7611,2,67,11932
Tabla_periódica_de_los_elementos,2020022600,7839,2,54,12411
Tabla_periódica_de_los_elementos,2020022700,7618,2,56,12046
Tabla_periódica_de_los_elementos,2020022800,6028,2,70,10176
Tabla_periódica_de_los_elementos,2020022900,4064,2,90,6802
Constitución_Política_de_los_Estados_Unidos_Mexicanos,2020020100,3907,2,84,14319
Constitución_Política_de_los_Estados_Unidos_Mexicanos,2020020200,3736,2,22,14446
Constitución_Política_de_los_Estados_Unidos_Mexicanos,2020020300,10965,2,60,42449
Constitución_Política_de_los_Estados_Unidos_Mexicanos,2020020400,18348,2,160,68417
Constitución_Política_de_los_Estados_Unidos_Mexicanos,2020020500,21122,2,316,72879
Constitución_Política_de_los_Estados_Unidos_Mexicanos,2020020600,13065,2,258,54817
