article,timestamp,desktop,month,mobile-app,mobile-web
Bird_Box_(película),2019010900,3314,1,267,12822
Bird_Box_(película),2019011000,2748,1,142,10766
Bird_Box_(película),2019011100,2275,1,116,9597
Bird_Box_(película),2019011200,1619,1,154,11022
Bird_Box_(película),2019011300,1828,1,153,13605
Bird_Box_(película),2019011400,2479,1,100,10446
Bird_Box_(película),2019011500,1764,1,51,6484
Bird_Box_(película),2019011600,1459,1,44,4752
Bird_Box_(película),2019011700,1297,1,46,3355
Bird_Box_(película),2019011800,1195,1,38,3252
Bird_Box_(película),2019011900,907,1,49,3709
Bird_Box_(película),2019012000,1061,1,70,4634
Bird_Box_(película),2019012100,1192,1,34,3117
Bird_Box_(película),2019012200,846,1,29,2108
Bird_Box_(película),2019012300,757,1,21,2001
Bird_Box_(película),2019012400,726,1,22,1820
Bird_Box_(película),2019012500,702,1,21,1762
Bird_Box_(película),2019012600,597,1,28,2175
Bird_Box_(película),2019012700,620,1,43,2804
Bird_Box_(película),2019012800,751,1,21,1927
Bird_Box_(película),2019012900,587,1,20,1307
Bird_Box_(película),2019013000,508,1,24,1351
Bird_Box_(película),2019013100,515,1,18,1174
Freddie_Mercury,2019020100,3770,2,156,15044
Freddie_Mercury,2019020200,3554,2,270,22854
Freddie_Mercury,2019020300,4490,2,575,36549
Freddie_Mercury,2019020400,5254,2,451,25069
Freddie_Mercury,2019020500,4923,2,246,18436
Freddie_Mercury,2019020600,4950,2,166,16255
Freddie_Mercury,2019020700,4928,2,171,16514
Freddie_Mercury,2019020800,4618,2,252,18587
Freddie_Mercury,2019020900,4331,2,481,30147
Freddie_Mercury,2019021000,4989,2,597,41586
Freddie_Mercury,2019021100,5935,2,522,24027
Freddie_Mercury,2019021200,4612,2,347,15971
Freddie_Mercury,2019021300,4196,2,281,14052
Freddie_Mercury,2019021400,3805,2,181,13654
Freddie_Mercury,2019021500,3835,2,197,16249
Freddie_Mercury,2019021600,3443,2,417,24149
Freddie_Mercury,2019021700,3856,2,621,32391
Freddie_Mercury,2019021800,5189,2,381,20238
Freddie_Mercury,2019021900,4462,2,247,14942
Freddie_Mercury,2019022000,3959,2,176,13607
Freddie_Mercury,2019022100,3771,2,130,13126
Freddie_Mercury,2019022200,4008,2,184,15831
Freddie_Mercury,2019022300,3428,2,269,25341
Freddie_Mercury,2019022400,4301,2,540,38681
Freddie_Mercury,2019022500,11976,2,764,69593
Freddie_Mercury,2019022600,7885,2,268,32538
Freddie_Mercury,2019022700,6085,2,245,22346
Freddie_Mercury,2019022800,5409,2,278,21290
Día_de_San_Valentín,2019020100,3599,2,10,4305
Día_de_San_Valentín,2019020200,1923,2,15,3643
Día_de_San_Valentín,2019020300,1936,2,17,4167
Día_de_San_Valentín,2019020400,4248,2,21,5759
Día_de_San_Valentín,2019020500,6128,2,14,7832
Día_de_San_Valentín,2019020600,7089,2,30,8420
Día_de_San_Valentín,2019020700,6951,2,27,9576
Día_de_San_Valentín,2019020800,6223,2,43,8971
Día_de_San_Valentín,2019020900,3721,2,25,7790
Día_de_San_Valentín,2019021000,5149,2,46,11071
Día_de_San_Valentín,2019021100,12412,2,71,17840
Día_de_San_Valentín,2019021200,15884,2,370,25104
Día_de_San_Valentín,2019021300,26084,2,652,49531
Día_de_San_Valentín,2019021400,82391,2,1721,221943
Día_de_San_Valentín,2019021500,17538,2,726,71076
Día_de_San_Valentín,2019021600,3707,2,394,14843
Día_de_San_Valentín,2019021700,3152,2,173,9633
Día_de_San_Valentín,2019021800,3645,2,75,8028
Día_de_San_Valentín,2019021900,3066,2,49,5602
Día_de_San_Valentín,2019022000,2414,2,38,4401
Día_de_San_Valentín,2019022100,2049,2,15,3464
Día_de_San_Valentín,2019022200,1352,2,13,2340
Día_de_San_Valentín,2019022300,700,2,15,1633
Día_de_San_Valentín,2019022400,833,2,7,1635
Día_de_San_Valentín,2019022500,1205,2,7,1851
Día_de_San_Valentín,2019022600,1128,2,8,1733
Día_de_San_Valentín,2019022700,965,2,10,1580
Día_de_San_Valentín,2019022800,930,2,3,1271
Emiliano_Sala,2019020100,1934,2,110,9611
Emiliano_Sala,2019020200,1248,2,88,9004
Emiliano_Sala,2019020300,3600,2,275,27276
Emiliano_Sala,2019020400,13338,2,577,68274
Emiliano_Sala,2019020500,7956,2,657,47874
Emiliano_Sala,2019020600,4999,2,515,30499
Emiliano_Sala,2019020700,11281,2,878,62052
Emiliano_Sala,2019020800,24227,2,1547,155120
Emiliano_Sala,2019020900,4953,2,737,40847
Emiliano_Sala,2019021000,2653,2,523,22246
Emiliano_Sala,2019021100,3956,2,291,14316
Emiliano_Sala,2019021200,2428,2,152,9143
Emiliano_Sala,2019021300,1706,2,93,6893
Emiliano_Sala,2019021400,1033,2,50,4458
Emiliano_Sala,2019021500,1638,2,67,7646
Emiliano_Sala,2019021600,1457,2,90,11394
Emiliano_Sala,2019021700,1155,2,68,8660
Emiliano_Sala,2019021800,921,2,41,4102
Emiliano_Sala,2019021900,669,2,16,3160
Emiliano_Sala,2019022000,593,2,13,2191
Emiliano_Sala,2019022100,489,2,23,1794
Emiliano_Sala,2019022200,406,2,15,1501
Emiliano_Sala,2019022300,272,2,14,1409
Emiliano_Sala,2019022400,294,2,11,1632
Emiliano_Sala,2019022500,422,2,10,1380
Emiliano_Sala,2019022600,316,2,11,1274
Emiliano_Sala,2019022700,315,2,7,1019
Emiliano_Sala,2019022800,249,2,10,827
Lady_Gaga,2019020100,1414,2,50,5632
Lady_Gaga,2019020200,1309,2,86,8732
Lady_Gaga,2019020300,1452,2,92,11720
Lady_Gaga,2019020400,1592,2,62,7783
Lady_Gaga,2019020500,1546,2,53,6065
Lady_Gaga,2019020600,1358,2,44,4267
Lady_Gaga,2019020700,1310,2,39,4606
Lady_Gaga,2019020800,1263,2,76,6108
Lady_Gaga,2019020900,1190,2,98,7979
Lady_Gaga,2019021000,1528,2,123,12248
Lady_Gaga,2019021100,3769,2,158,22869
Lady_Gaga,2019021200,2109,2,291,8291
Lady_Gaga,2019021300,1497,2,111,5573
Lady_Gaga,2019021400,1352,2,62,4917
Lady_Gaga,2019021500,1281,2,57,5590
Lady_Gaga,2019021600,1179,2,107,8202
Lady_Gaga,2019021700,1432,2,97,10345
Lady_Gaga,2019021800,1582,2,57,6475
Lady_Gaga,2019021900,1554,2,42,4739
Lady_Gaga,2019022000,2205,2,56,6503
Lady_Gaga,2019022100,1657,2,65,5159
Lady_Gaga,2019022200,1420,2,55,5152
Lady_Gaga,2019022300,1211,2,98,8301
Lady_Gaga,2019022400,1551,2,149,13570
Lady_Gaga,2019022500,17514,2,911,113837
Lady_Gaga,2019022600,10823,2,656,51002
Lady_Gaga,2019022700,7621,2,673,30854
Lady_Gaga,2019022800,6301,2,546,23218
Roma_(película_de_2018),2019020100,2759,2,88,6768
Roma_(película_de_2018),2019020200,2238,2,115,9873
Roma_(película_de_2018),2019020300,2965,2,179,14047
Roma_(película_de_2018),2019020400,2821,2,114,9363
Roma_(película_de_2018),2019020500,2934,2,83,6902
Roma_(película_de_2018),2019020600,2524,2,70,5003
Roma_(película_de_2018),2019020700,2336,2,47,4768
Roma_(película_de_2018),2019020800,2038,2,40,4688
Roma_(película_de_2018),2019020900,1714,2,58,7019
Roma_(película_de_2018),2019021000,2433,2,124,10788
Roma_(película_de_2018),2019021100,5037,2,154,12162
Roma_(película_de_2018),2019021200,3251,2,98,7131
Roma_(película_de_2018),2019021300,2523,2,73,5812
Roma_(película_de_2018),2019021400,2251,2,55,4684
Roma_(película_de_2018),2019021500,2377,2,76,5331
Roma_(película_de_2018),2019021600,2352,2,106,9935
Roma_(película_de_2018),2019021700,2719,2,149,13520
Roma_(película_de_2018),2019021800,3997,2,106,10127
Roma_(película_de_2018),2019021900,3561,2,72,7508
Roma_(película_de_2018),2019022000,3185,2,94,6668
Roma_(película_de_2018),2019022100,3612,2,61,7208
Roma_(película_de_2018),2019022200,4472,2,89,10157
Roma_(película_de_2018),2019022300,4012,2,171,15541
Roma_(película_de_2018),2019022400,6678,2,362,30387
Roma_(película_de_2018),2019022500,27109,2,1371,86540
Roma_(película_de_2018),2019022600,7666,2,433,19915
Roma_(película_de_2018),2019022700,4614,2,176,11279
Roma_(película_de_2018),2019022800,3401,2,115,8069
Silvia_Pinal,2019020100,457,2,19,3902
Silvia_Pinal,2019020200,366,2,17,5096
Silvia_Pinal,2019020300,259,2,32,5118
Silvia_Pinal,2019020400,324,2,16,3986
Silvia_Pinal,2019020500,664,2,21,7327
Silvia_Pinal,2019020600,735,2,25,7005
Silvia_Pinal,2019020700,1036,2,42,6621
Silvia_Pinal,2019020800,611,2,35,6029
Silvia_Pinal,2019020900,405,2,38,6886
Silvia_Pinal,2019021000,404,2,17,4922
Silvia_Pinal,2019021100,548,2,20,4554
Silvia_Pinal,2019021200,585,2,22,4802
Silvia_Pinal,2019021300,564,2,28,4915
Silvia_Pinal,2019021400,510,2,27,6428
Silvia_Pinal,2019021500,561,2,23,4946
Silvia_Pinal,2019021600,374,2,32,6084
Silvia_Pinal,2019021700,427,2,37,5782
Silvia_Pinal,2019021800,1489,2,37,9068
Silvia_Pinal,2019021900,1660,2,45,9134
Silvia_Pinal,2019022000,1413,2,51,8868
Silvia_Pinal,2019022100,1554,2,50,10442
Silvia_Pinal,2019022200,1903,2,57,11671
Silvia_Pinal,2019022300,2695,2,118,21434
Silvia_Pinal,2019022400,1628,2,83,19598
Silvia_Pinal,2019022500,5789,2,251,66646
Silvia_Pinal,2019022600,5972,2,234,67832
Silvia_Pinal,2019022700,5327,2,163,62981
Silvia_Pinal,2019022800,4105,2,116,44785
Tabla_periódica_de_los_elementos,2019020100,6354,2,43,7516
Tabla_periódica_de_los_elementos,2019020200,3988,2,40,5009
Tabla_periódica_de_los_elementos,2019020300,4853,2,48,5714
Tabla_periódica_de_los_elementos,2019020400,7355,2,47,7528
Tabla_periódica_de_los_elementos,2019020500,8942,2,42,10738
Tabla_periódica_de_los_elementos,2019020600,9483,2,60,11970
Tabla_periódica_de_los_elementos,2019020700,9570,2,60,12378
Tabla_periódica_de_los_elementos,2019020800,7457,2,69,9705
Tabla_periódica_de_los_elementos,2019020900,5085,2,61,6158
Tabla_periódica_de_los_elementos,2019021000,6387,2,59,7498
Tabla_periódica_de_los_elementos,2019021100,9182,2,45,10902
Tabla_periódica_de_los_elementos,2019021200,9921,2,53,11831
Tabla_periódica_de_los_elementos,2019021300,9275,2,187,11492
Tabla_periódica_de_los_elementos,2019021400,8123,2,122,9515
Tabla_periódica_de_los_elementos,2019021500,6405,2,53,7659
Tabla_periódica_de_los_elementos,2019021600,5344,2,61,5921
Tabla_periódica_de_los_elementos,2019021700,6706,2,35,6825
Tabla_periódica_de_los_elementos,2019021800,8685,2,52,10195
Tabla_periódica_de_los_elementos,2019021900,9201,2,71,11530
Tabla_periódica_de_los_elementos,2019022000,9269,2,53,10825
Tabla_periódica_de_los_elementos,2019022100,8782,2,61,10673
Tabla_periódica_de_los_elementos,2019022200,6890,2,192,8297
Tabla_periódica_de_los_elementos,2019022300,4675,2,85,6097
Tabla_periódica_de_los_elementos,2019022400,6000,2,106,7237
Tabla_periódica_de_los_elementos,2019022500,7942,2,64,10223
Tabla_periódica_de_los_elementos,2019022600,8881,2,88,10962
Tabla_periódica_de_los_elementos,2019022700,8528,2,58,10962
Tabla_periódica_de_los_elementos,2019022800,7754,2,59,9511
Natacha_Jaitt,2019020100,18,2,0,57
Natacha_Jaitt,2019020200,26,2,0,68
Natacha_Jaitt,2019020300,9,2,1,51
Natacha_Jaitt,2019020400,20,2,0,43
Natacha_Jaitt,2019020500,35,2,1,81
Natacha_Jaitt,2019020600,29,2,0,53
Natacha_Jaitt,2019020700,12,2,0,55
Natacha_Jaitt,2019020800,11,2,0,50
Natacha_Jaitt,2019020900,18,2,0,51
Natacha_Jaitt,2019021000,5,2,0,63
Natacha_Jaitt,2019021100,13,2,0,37
Natacha_Jaitt,2019021200,14,2,0,80
Natacha_Jaitt,2019021300,61,2,0,159
Natacha_Jaitt,2019021400,28,2,0,118
Natacha_Jaitt,2019021500,23,2,1,81
Natacha_Jaitt,2019021600,13,2,0,62
Natacha_Jaitt,2019021700,15,2,0,58
Natacha_Jaitt,2019021800,18,2,0,55
Natacha_Jaitt,2019021900,14,2,1,73
Natacha_Jaitt,2019022000,26,2,0,63
